year,survey,prefix,filename,url,is_revision,has_dictionary,dictionary_filename,release
2014,Directory,HD,HD2014.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2014.zip,False,True,HD2014_Dict.zip,
2014,InstitutionalCharacteristics,IC,IC2014.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2014.zip,False,True,IC2014_Dict.zip,revised
2014,InstitutionalCharacteristics,IC,IC2014_AY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2014_AY.zip,False,True,IC2014_AY_Dict.zip,
2014,InstitutionalCharacteristics,IC,IC2014_PY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2014_PY.zip,False,True,IC2014_PY_Dict.zip,
2014,Completions,C,C2014_A.zip,https://nces.ed.gov/ipeds/datacenter/data/C2014_A.zip,False,True,C2014_A_Dict.zip,revised
2014,Completions,C,C2014_B.zip,https://nces.ed.gov/ipeds/datacenter/data/C2014_B.zip,False,True,C2014_B_Dict.zip,revised
2014,Completions,C,C2014_C.zip,https://nces.ed.gov/ipeds/datacenter/data/C2014_C.zip,False,True,C2014_C_Dict.zip,revised
2014,Completions,C,C2014DEP.zip,https://nces.ed.gov/ipeds/datacenter/data/C2014DEP.zip,False,True,C2014DEP_Dict.zip,revised
2014,FallEnrollment,EF,EFFY2014.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2014.zip,False,True,EFFY2014_Dict.zip,revised
2014,FallEnrollment,EF,EF2014A.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2014A.zip,False,True,EF2014A_Dict.zip,revised
2014,FallEnrollment,EF,EF2014CP.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2014CP.zip,False,True,EF2014CP_Dict.zip,revised
2014,FallEnrollment,EF,EF2014B.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2014B.zip,False,True,EF2014B_Dict.zip,revised
2014,FallEnrollment,EF,EF2014C.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2014C.zip,False,True,EF2014C_Dict.zip,revised
2014,FallEnrollment,EF,EF2014D.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2014D.zip,False,True,EF2014D_Dict.zip,revised
