year,survey,prefix,filename,url,is_revision,has_dictionary,dictionary_filename,release
2006,Directory,HD,HD2006.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2006.zip,False,True,HD2006_Dict.zip,
2006,InstitutionalCharacteristics,IC,IC2006.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2006.zip,False,True,IC2006_Dict.zip,
2006,InstitutionalCharacteristics,IC,IC2006_AY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2006_AY.zip,False,True,IC2006_AY_Dict.zip,
2006,InstitutionalCharacteristics,IC,IC2006_PY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2006_PY.zip,False,True,IC2006_PY_Dict.zip,
2006,InstitutionalCharacteristics,IC,IC2006Mission.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2006Mission.zip,False,True,IC2006Mission_Dict.zip,
2006,InstitutionalCharacteristics,IC,IC2006.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2006.zip,False,True,IC2006_Dict.zip,
2006,Completions,C,C2006_A.zip,https://nces.ed.gov/ipeds/datacenter/data/C2006_A.zip,False,True,C2006_A_Dict.zip,revised
2006,FallEnrollment,EF,EFFY2006.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2006.zip,False,True,EFFY2006_Dict.zip,revised
2006,FallEnrollment,EF,EF2006A.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2006A.zip,False,True,EF2006A_Dict.zip,revised
2006,FallEnrollment,EF,EF2006CP.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2006CP.zip,False,True,EF2006CP_Dict.zip,revised
2006,FallEnrollment,EF,EF2006B.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2006B.zip,False,True,EF2006B_Dict.zip,revised
2006,FallEnrollment,EF,EF2006C.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2006C.zip,False,True,EF2006C_Dict.zip,revised
2006,FallEnrollment,EF,EF2006D.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2006D.zip,False,True,EF2006D_Dict.zip,revised
2006,FallEnrollment,EFIA,EFIA2006.zip,https://nces.ed.gov/ipeds/datacenter/data/EFIA2006.zip,False,True,EFIA2006_Dict.zip,revised
2006,Finance,F,FLAGS2006.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2006.zip,False,True,FLAGS2006_Dict.zip,revised
2006,Finance,F,FLAGS2006.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2006.zip,False,True,FLAGS2006_Dict.zip,revised
2006,Finance,F,FLAGS2006.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2006.zip,False,True,FLAGS2006_Dict.zip,revised
2006,Finance,F,FLAGS2006.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2006.zip,False,True,FLAGS2006_Dict.zip,revised
