year,survey,prefix,filename,url,is_revision,has_dictionary,dictionary_filename,release
2011,Directory,HD,HD2011.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2011.zip,False,True,HD2011_Dict.zip,
2011,InstitutionalCharacteristics,IC,IC2011.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2011.zip,False,True,IC2011_Dict.zip,revised
2011,InstitutionalCharacteristics,IC,IC2011_AY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2011_AY.zip,False,True,IC2011_AY_Dict.zip,revised
2011,InstitutionalCharacteristics,IC,IC2011_PY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2011_PY.zip,False,True,IC2011_PY_Dict.zip,revised
2011,InstitutionalCharacteristics,IC,IC2011.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2011.zip,False,True,IC2011_Dict.zip,revised
2011,Completions,C,C2011_A.zip,https://nces.ed.gov/ipeds/datacenter/data/C2011_A.zip,False,True,C2011_A_Dict.zip,revised
2011,FallEnrollment,EF,EFFY2011.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2011.zip,False,True,EFFY2011_Dict.zip,revised
2011,FallEnrollment,EF,EF2011A.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2011A.zip,False,True,EF2011A_Dict.zip,revised
2011,FallEnrollment,EF,EF2011B.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2011B.zip,False,True,EF2011B_Dict.zip,revised
2011,FallEnrollment,EF,EF2011C.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2011C.zip,False,True,EF2011C_Dict.zip,revised
2011,FallEnrollment,EF,EF2011D.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2011D.zip,False,True,EF2011D_Dict.zip,revised
2011,FallEnrollment,EFIA,EFIA2011.zip,https://nces.ed.gov/ipeds/datacenter/data/EFIA2011.zip,False,True,EFIA2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,False,True,FLAGS2011_Dict.zip,revised
2011,Finance,F1011,F1011_F1A.zip,https://nces.ed.gov/ipeds/datacenter/data/F1011_F1A.zip,False,True,F1011_F1A_Dict.zip,revised
2011,Finance,F1011,F1011_F2.zip,https://nces.ed.gov/ipeds/datacenter/data/F1011_F2.zip,False,True,F1011_F2_Dict.zip,revised
2011,Finance,F1011,F1011_F3.zip,https://nces.ed.gov/ipeds/datacenter/data/F1011_F3.zip,False,True,F1011_F3_Dict.zip,revised
2011,StudentFinancialAid,SFA,SFA1011.zip,https://nces.ed.gov/ipeds/datacenter/data/SFA1011.zip,False,True,SFA1011_Dict.zip,revised
2011,GraduationRates,GR,GR2011.zip,https://nces.ed.gov/ipeds/datacenter/data/GR2011.zip,False,True,GR2011_Dict.zip,revised
2011,GraduationRates,GR,GR2011_L2.zip,https://nces.ed.gov/ipeds/datacenter/data/GR2011_L2.zip,False,True,GR2011_L2_Dict.zip,revised
2011,GraduationRates,GR,GR200_11.zip,https://nces.ed.gov/ipeds/datacenter/data/GR200_11.zip,False,True,GR200_11_Dict.zip,revised
2011,HumanResources,SAL,SAL2011_A.zip,https://nces.ed.gov/ipeds/datacenter/data/SAL2011_A.zip,False,True,SAL2011_A_Dict.zip,revised
2011,HumanResources,SAL,SAL2011_Faculty.zip,https://nces.ed.gov/ipeds/datacenter/data/SAL2011_Faculty.zip,False,True,SAL2011_Faculty_Dict.zip,revised
2011,HumanResources,SAL,SAL2011_A_LT9.zip,https://nces.ed.gov/ipeds/datacenter/data/SAL2011_A_LT9.zip,False,True,SAL2011_A_LT9_Dict.zip,revised
2011,HumanResources,S,S2011_ABD.zip,https://nces.ed.gov/ipeds/datacenter/data/S2011_ABD.zip,False,True,S2011_ABD_Dict.zip,revised
2011,HumanResources,S,S2011_F.zip,https://nces.ed.gov/ipeds/datacenter/data/S2011_F.zip,False,True,S2011_F_Dict.zip,revised
2011,HumanResources,S,S2011_G.zip,https://nces.ed.gov/ipeds/datacenter/data/S2011_G.zip,False,True,S2011_G_Dict.zip,revised
2011,HumanResources,S,S2011_CN.zip,https://nces.ed.gov/ipeds/datacenter/data/S2011_CN.zip,False,True,S2011_CN_Dict.zip,
2011,HumanResources,EAP,EAP2011.zip,https://nces.ed.gov/ipeds/datacenter/data/EAP2011.zip,False,True,EAP2011_Dict.zip,
