year,survey,prefix,filename,url,is_revision,has_dictionary,dictionary_filename,release
2010,Directory,HD,HD2010.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2010.zip,False,True,HD2010_Dict.zip,
2010,InstitutionalCharacteristics,IC,IC2010.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2010.zip,False,True,IC2010_Dict.zip,revised
2010,InstitutionalCharacteristics,IC,IC2010_AY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2010_AY.zip,False,True,IC2010_AY_Dict.zip,revised
2010,InstitutionalCharacteristics,IC,IC2010_PY.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2010_PY.zip,False,True,IC2010_PY_Dict.zip,revised
2010,InstitutionalCharacteristics,IC,IC2010.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2010.zip,False,True,IC2010_Dict.zip,revised
2010,Completions,C,C2010_A.zip,https://nces.ed.gov/ipeds/datacenter/data/C2010_A.zip,False,True,C2010_A_Dict.zip,revised
2010,FallEnrollment,EF,EFFY2010.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2010.zip,False,True,EFFY2010_Dict.zip,revised
2010,FallEnrollment,EF,EF2010A.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2010A.zip,False,True,EF2010A_Dict.zip,revised
2010,FallEnrollment,EF,EF2010CP.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2010CP.zip,False,True,EF2010CP_Dict.zip,revised
2010,FallEnrollment,EF,EF2010B.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2010B.zip,False,True,EF2010B_Dict.zip,revised
2010,FallEnrollment,EF,EF2010C.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2010C.zip,False,True,EF2010C_Dict.zip,revised
2010,FallEnrollment,EF,EF2010D.zip,https://nces.ed.gov/ipeds/datacenter/data/EF2010D.zip,False,True,EF2010D_Dict.zip,revised
2010,FallEnrollment,EFIA,EFIA2010.zip,https://nces.ed.gov/ipeds/datacenter/data/EFIA2010.zip,False,True,EFIA2010_Dict.zip,revised
