year,survey,prefix,target_var,concept,units,source_var,source_label,dict_file,filename,notes,release,label_match_re
2007,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C054,Academic support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Academic support functional expense.,,academic support
2007,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C055,Academic support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E041,Academic support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E042,Academic support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E043,Academic support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E044,Academic support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E045,Academic support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E046,Academic support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2007,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E047,Academic support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C051,Academic support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C052,Academic support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C053,Academic support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C054,Academic support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C055,Academic support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C056,Academic support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E041,Academic support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E042,Academic support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E043,Academic support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E044,Academic support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E045,Academic support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E046,Academic support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2008,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E047,Academic support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C051,Academic support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C052,Academic support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C053,Academic support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C054,Academic support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C055,Academic support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C056,Academic support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C057,Academic support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E041,Academic support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E042,Academic support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E043,Academic support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E044,Academic support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E045,Academic support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E046,Academic support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2009,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E047,Academic support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C051,Academic support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C052,Academic support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C053,Academic support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C054,Academic support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C055,Academic support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C056,Academic support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C057,Academic support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E041,Academic support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E042,Academic support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E043,Academic support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E044,Academic support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E045,Academic support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E046,Academic support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2010,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E047,Academic support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C051,Academic support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C052,Academic support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C053,Academic support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C056,Academic support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C054,Academic support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C057,Academic support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F1A,academic_support_exp,Academic support expenses,USD,F1C055,Academic support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Academic support functional expense.,,academic support
2011,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E041,Academic support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Academic support functional expense.,,academic support
2011,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E042,Academic support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Academic support functional expense.,,academic support
2011,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E043,Academic support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Academic support functional expense.,,academic support
2011,Finance,F2A,academic_support_exp,Academic support expenses,USD,F2E044,Academic support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Academic support functional expense.,,academic support
