year,survey,prefix,target_var,concept,units,source_var,source_label,dict_file,filename,notes,release,label_match_re
2004,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2004/F0304_F2_Dict/f0304_f2.xlsx,f0304_f2.xlsx,Institutional support functional expense.,,institutional support
2004,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2004/F0304_F2_Dict/f0304_f2.xlsx,f0304_f2.xlsx,Institutional support functional expense.,,institutional support
2004,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2004/F0304_F3_Dict/f0304_f3.xlsx,f0304_f3.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F1A_Dict/f0405_f1a.xlsx,f0405_f1a.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F1A_Dict/f0405_f1a.xlsx,f0405_f1a.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F1A_Dict/f0405_f1a.xlsx,f0405_f1a.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F1A_Dict/f0405_f1a.xlsx,f0405_f1a.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F1A_Dict/f0405_f1a.xlsx,f0405_f1a.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F2_Dict/f0405_f2.xlsx,f0405_f2.xlsx,Institutional support functional expense.,,institutional support
2005,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2005/F0405_F3_Dict/f0405_f3.xlsx,f0405_f3.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F1A_Dict/f0506_f1a.xlsx,f0506_f1a.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F1A_Dict/f0506_f1a.xlsx,f0506_f1a.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F1A_Dict/f0506_f1a.xlsx,f0506_f1a.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F1A_Dict/f0506_f1a.xlsx,f0506_f1a.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F1A_Dict/f0506_f1a.xlsx,f0506_f1a.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F2_Dict/f0506_f2.xlsx,f0506_f2.xlsx,Institutional support functional expense.,,institutional support
2006,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2006/F0506_F3_Dict/f0506_f3.xlsx,f0506_f3.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_Dict/f0607_f1a.xlsx,f0607_f1a.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,f0607_f2.xlsx,Institutional support functional expense.,,institutional support
2007,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F3_Dict/f0607_f3.xlsx,f0607_f3.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C076,Institutional support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,f0708_f1a.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,f0708_f2.xlsx,Institutional support functional expense.,,institutional support
2008,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F3_Dict/f0708_f3.xlsx,f0708_f3.xlsx,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C076,Institutional support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C077,Institutional support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,f0809_f1a.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,f0809_f2.xls,Institutional support functional expense.,,institutional support
2009,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F3_Dict/f0809_f3.xls,f0809_f3.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C076,Institutional support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C077,Institutional support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,f0910_f1a.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E066,Institutional support-Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E067,Institutional support-All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,f0910_f2.xls,Institutional support functional expense.,,institutional support
2010,Finance,F3A,institutional_support_exp,Institutional support expenses,USD,F3E03,"Academic and  institutional support, and  student services",/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F3_Dict/f0910_f3.xls,f0910_f3.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C071,Institutional support - Current year total,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C072,Institutional support - Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C073,Institutional support - Employee fringe benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C076,Institutional support - Operations and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C074,Institutional support - Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C077,Institutional support - Interest,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F1A,institutional_support_exp,Institutional support expenses,USD,F1C075,Institutional support - All other,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F1A_Dict/f1011_f1a.xls,f1011_f1a.xls,Institutional support functional expense.,,institutional support
2011,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E061,Institutional support-Total amount,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Institutional support functional expense.,,institutional support
2011,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E062,Institutional support-Salaries and wages,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Institutional support functional expense.,,institutional support
2011,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E063,Institutional support-Benefits,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Institutional support functional expense.,,institutional support
2011,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E064,Institutional support-Operation and maintenance of plant,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Institutional support functional expense.,,institutional support
2011,Finance,F2A,institutional_support_exp,Institutional support expenses,USD,F2E065,Institutional support-Depreciation,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/F1011_F2_Dict/f1011_f2.xls,f1011_f2.xls,Institutional support functional expense.,,institutional support
